DSDIID,DSDINGR,DSDBID,DSDBCNAM,DSDBCCAT,DSDBCID
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,618.0,ALFALFA (LEAF),3.0,10000690
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,983.0,ACACIA GUM,3.0,10001072
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,1337.0,FENNEL (SEED),3.0,10001465
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,1606.0,APPLE FRUIT POWDER,3.0,10001746
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,1713.0,BEET (ROOT),3.0,10001861
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,2570.0,LEMON PEEL,3.0,10002759
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,3156.0,MINT LEAF,3.0,10003360
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,3298.0,OAT BRAN (SEED),3.0,10003506
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,4184.0,BARLEY RICE (FIBER),3.0,10004405
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,4185.0,GUM KARAYA (TREE),3.0,10004406
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,4187.0,CHLORELLA (LEAF),3.0,10004408
4186.0,NATURE'S SECRET MULTI-FIBER PROPRIETARY BLEND,4188.0,GUAR GUM (LEAF),3.0,10004409
4189.0,MEGA-T METABOLIC SUPPORT BLEND,150.0,GOTU KOLA,3.0,10000164
4189.0,MEGA-T METABOLIC SUPPORT BLEND,494.0,GUARANA SEED (EXTRACT),3.0,10000548
4189.0,MEGA-T METABOLIC SUPPORT BLEND,629.0,FO-TI (ROOT),3.0,10000701
4189.0,MEGA-T METABOLIC SUPPORT BLEND,992.0,GREEN TEA LEAF EXTRACT,3.0,10001082
4189.0,MEGA-T METABOLIC SUPPORT BLEND,1000.0,GARCINIA CAMBOGIA FRUIT EXTRACT,3.0,10001092
4189.0,MEGA-T METABOLIC SUPPORT BLEND,2410.0,ELEUTHERO ROOT EXTRACT,3.0,10002587
4189.0,MEGA-T METABOLIC SUPPORT BLEND,2438.0,BLADDERWRACK (KELP),3.0,10002616
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,5.0,ALFALFA,3.0,10000008
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,17.0,BARLEY GRASS,3.0,10000024
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,22.0,BEE POLLEN,4.0,10000029
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,59.0,BURDOCK ROOT,3.0,10000066
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,70.0,CASCADA SAGRADA BARK,3.0,10000079
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,78.0,CHLORELLA,3.0,10000087
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,137.0,GINGER ROOT,3.0,10000151
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,180.0,JUNIPER BERRY,3.0,10000194
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,184.0,KELP,3.0,10000198
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,217.0,LECITHIN,4.0,10000233
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,221.0,LICORICE ROOT,3.0,10000238
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,248.0,NETTLE,3.0,10000266
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,317.0,SCULCAP,3.0,10000337
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,332.0,SPIRULINA,3.0,10000352
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,372.0,WHEAT GRASS,3.0,10000393
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,417.0,ECHINACEA PURPUREA (ROOT),3.0,10000460
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,769.0,PARSLEY LEAVES,3.0,10000849
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,843.0,ANGELICA ROOT,3.0,10000928
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,886.0,SARSAPARILLA,3.0,10000972
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,1048.0,GREEN TEA EXTRACT,3.0,10001148
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,2044.0,BAYBERRY ROOT BARK,3.0,10002204
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,2357.0,RHUBARB ROOT,3.0,10002532
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,2457.0,HOPS FLOWER,3.0,10002636
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,2771.0,ALOE LEAF,3.0,10002963
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,3054.0,FENNEL SEED,3.0,10003256
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,3411.0,CUBEB BERRIES,3.0,10003619
4191.0,VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND,4192.0,DANDELION (LEAVES AND ROOTS),3.0,10004413
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,153.0,GRAPE SEED EXTRACT,3.0,10000167
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,406.0,GREEN TEA,3.0,10000449
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,427.0,LYCOPENE,4.0,10000471
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,1193.0,TURMERIC,3.0,10001307
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,2176.0,CAT'S CLAW,3.0,10002342
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,4194.0,PAU D'ARCO TEA,3.0,10004415
4193.0,VISION FOR LIFE CORAL LAGIC PROPRIETARY BLEND,4195.0,GRAVIOLA,3.0,10004416
4196.0,NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND,5.0,ALFALFA,3.0,10000008
4196.0,NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND,271.0,PARSLEY,3.0,10000289
4196.0,NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND,307.0,RICE BRAN,3.0,10000327
4196.0,NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND,367.0,WATERCRESS,3.0,10000388
4196.0,NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND,899.0,SOY LECITHIN,3.0,10000985
4199.0,OLYMPIAN LABS POWERFUL ANTIOXIDANT PROPRIETARY BLEND,154.0,GRAPE SKIN EXTRACT,3.0,10000168
4199.0,OLYMPIAN LABS POWERFUL ANTIOXIDANT PROPRIETARY BLEND,2759.0,GRAPE SEED EXTRACT (95%),3.0,10002951
4206.0,GNLD TRE-EN-EN GRAIN CONCENTRATE BLEND,370.0,WHEAT GERM OIL,3.0,10000391
4206.0,GNLD TRE-EN-EN GRAIN CONCENTRATE BLEND,917.0,RICE BRAN OIL,3.0,10001004
4206.0,GNLD TRE-EN-EN GRAIN CONCENTRATE BLEND,955.0,SOYBEAN OIL,3.0,10001043
4207.0,GNLD ACTIVE 40 PHYTO ENZYME BLEND,9.0,AMYLASE,4.0,10000015
4207.0,GNLD ACTIVE 40 PHYTO ENZYME BLEND,225.0,LIPASE,4.0,10000242
4207.0,GNLD ACTIVE 40 PHYTO ENZYME BLEND,293.0,PROTEASE,4.0,10000312
4207.0,GNLD ACTIVE 40 PHYTO ENZYME BLEND,771.0,DIASTASE,4.0,10000852
4208.0,GNLD NEO-PLEX CONCENTRATE BLEND,89.0,CITRUS BIOFLAVONOIDS,3.0,10000098
4208.0,GNLD NEO-PLEX CONCENTRATE BLEND,1605.0,ORANGE JUICE POWDER,3.0,10001745
4208.0,GNLD NEO-PLEX CONCENTRATE BLEND,4209.0,ORANGE PEEL POWDER,3.0,10004430
4213.0,BIOTICS LACTOZYME PROPRIETARY BLEND,3385.0,DDS-1 LACTOBACILLUS ACIDOPHILUS,4.0,10003593
4213.0,BIOTICS LACTOZYME PROPRIETARY BLEND,4214.0,BIFIDO BACTERIUM,4.0,10004435
4213.0,BIOTICS LACTOZYME PROPRIETARY BLEND,4215.0,VEGETABLE CULTURE CONCENTRATE,4.0,10004436
4216.0,HHN MSM PROPRIETARY BLEND,34.0,BIOFLAVONOIDS,4.0,10000041
4216.0,HHN MSM PROPRIETARY BLEND,1167.0,MSM (METHYLSULFONYLMETHANE),4.0,10001277
4216.0,HHN MSM PROPRIETARY BLEND,4217.0,DEVIL'S CLAW,3.0,10004438
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,9.0,AMYLASE,4.0,10000015
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,55.0,BROMELAIN,4.0,10000062
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,225.0,LIPASE,4.0,10000242
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,293.0,PROTEASE,4.0,10000312
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,647.0,PAPAIN,4.0,10000719
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,1548.0,RUTIN,4.0,10001682
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,4219.0,SERRAPEPTASE,4.0,10004440
4218.0,VITALZYM PROPRIETARY ENZYME BLEND,4220.0,AMLA,4.0,10004441
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,54.0,BROCCOLI POWDER,3.0,10000061
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,530.0,BLACK CURRANT POWDER,3.0,10000598
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,570.0,SPINACH POWDER,3.0,10000639
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,675.0,CARROT POWDER,3.0,10000747
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,747.0,PAPAYA POWDER (FRUIT),3.0,10000825
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,1606.0,APPLE FRUIT POWDER,3.0,10001746
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,1610.0,PINEAPPLE FRUIT POWDER,3.0,10001750
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2285.0,RASPBERRY POWDER,3.0,10002456
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2426.0,SOY POWDER,3.0,10002603
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2522.0,BRUSSELS SPROUT POWDER,3.0,10002704
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2540.0,CITRUS BIOFLAVONOID COMPLEX,3.0,10002723
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2721.0,BILBERRY FRUIT POWDER,3.0,10002913
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2770.0,BLUEBERRY POWDER,3.0,10002962
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,3542.0,KALE POWDER,3.0,10003754
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4223.0,ORANGE FRUIT POWDER,3.0,10004444
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4224.0,CAULIFLOWER POWDER,3.0,10004445
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4225.0,ELDERBERRY FRUIT POWDER,3.0,10004446
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4226.0,GRAPE PULP POWDER,3.0,10004447
4222.0,GNC WOMEN'S ULTRA MEGA ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4227.0,KIWI FRUIT POWDER,3.0,10004448
4228.0,GNC MEGA MEN PROPRIETARY AMINO ACID BLEND,192.0,L-ARGININE,5.0,10000207
4228.0,GNC MEGA MEN PROPRIETARY AMINO ACID BLEND,194.0,L-CARNITINE,5.0,10000209
4228.0,GNC MEGA MEN PROPRIETARY AMINO ACID BLEND,199.0,L-GLUTAMINE,5.0,10000214
4228.0,GNC MEGA MEN PROPRIETARY AMINO ACID BLEND,205.0,L-METHIONINE,5.0,10000221
4228.0,GNC MEGA MEN PROPRIETARY AMINO ACID BLEND,412.0,TAURINE,5.0,10000455
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,54.0,BROCCOLI POWDER,3.0,10000061
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,89.0,CITRUS BIOFLAVONOIDS,3.0,10000098
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,529.0,PUMPKIN SEED MEAL,3.0,10000596
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,530.0,BLACK CURRANT POWDER,3.0,10000598
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,570.0,SPINACH POWDER,3.0,10000639
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,675.0,CARROT POWDER,3.0,10000747
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,747.0,PAPAYA POWDER (FRUIT),3.0,10000825
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,838.0,SAW PALMETTO BERRY EXTRACT,3.0,10000923
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,1012.0,GRAPE POWDER,3.0,10001104
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,1606.0,APPLE FRUIT POWDER,3.0,10001746
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,1610.0,PINEAPPLE FRUIT POWDER,3.0,10001750
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2522.0,BRUSSELS SPROUT POWDER,3.0,10002704
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,2721.0,BILBERRY FRUIT POWDER,3.0,10002913
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,3542.0,KALE POWDER,3.0,10003754
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4223.0,ORANGE FRUIT POWDER,3.0,10004444
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4224.0,CAULIFLOWER POWDER,3.0,10004445
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4225.0,ELDERBERRY FRUIT POWDER,3.0,10004446
4229.0,GNC MEGA MEN ANTIOXIDANT FRUIT AND VEGETABLE BLEND,4227.0,KIWI FRUIT POWDER,3.0,10004448
4230.0,GNC MULTI-GINSENG ROOT BLEND,186.0,KOREAN GINSENG,3.0,10000200
4230.0,GNC MULTI-GINSENG ROOT BLEND,323.0,SIBERIAN GINSENG,3.0,10000343
4230.0,GNC MULTI-GINSENG ROOT BLEND,2199.0,AMERICAN GINSENG,3.0,10002366
4230.0,GNC MULTI-GINSENG ROOT BLEND,3194.0,CHINESE GINSENG ROOT,3.0,10003399
4230.0,GNC MULTI-GINSENG ROOT BLEND,4231.0,BRAZILIAN GINSENG,3.0,10004452
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,45.0,BORON,2.0,10000052
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,81.0,CHOLINE,1.0,10000090
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,108.0,DOCOSAHEXAENOIC ACID (DHA),4.0,10000121
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,154.0,GRAPE SKIN EXTRACT,3.0,10000168
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,175.0,INOSITOL,4.0,10000189
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,199.0,L-GLUTAMINE,5.0,10000214
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,357.0,VANADIUM,2.0,10000378
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,550.0,GAMMA AMINOBUTYRIC ACID (GABA),4.0,10000619
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,568.0,PHOSPHATIDYLSERINE,4.0,10000637
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,749.0,VINPOCETINE,4.0,10000827
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,1107.0,BACOPA MONNIERA EXTRACT (LEAF),3.0,10001211
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,1239.0,DMAE (DIMETHYLAMINOETHANOL),4.0,10001362
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,2073.0,N-ACETYL TYROSINE,5.0,10002234
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,2075.0,TRACE-LYTE,4.0,10002236
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,2077.0,HUPERZINE,4.0,10002238
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,2078.0,L-PYROGLUTAMIC ACID,5.0,10002239
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,3241.0,BILBERRY FRUIT,3.0,10003446
4234.0,FOCUS FACTOR SYNERGISTIC AND PROPRIETARY FORMULATION,4235.0,ACTIVIN (GRAPE SEED EXTRACT),3.0,10004456
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,137.0,GINGER ROOT,3.0,10000151
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,153.0,GRAPE SEED EXTRACT,3.0,10000167
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,158.0,GUARANA,3.0,10000172
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,928.0,DL-METHIONINE,5.0,10001015
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,1001.0,L-TYROSINE,5.0,10001093
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,1048.0,GREEN TEA EXTRACT,3.0,10001148
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,1239.0,DMAE (DIMETHYLAMINOETHANOL),4.0,10001362
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,1624.0,"3,3,4,7-TETRAHYDROXYFLAVONE",4.0,10001764
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,2291.0,ACETYL-L-TYROSINE,5.0,10002462
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,2292.0,COCOA EXTRACT,3.0,10002463
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,2293.0,YERBA MATE,3.0,10002464
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,2294.0,"3,3,4,5-7 PENTAHYDROXYFLAVONE",4.0,10002466
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,3562.0,L-THEANINE,4.0,10003774
4238.0,XENADRINE-EFX THERMODYNE COMPLEX #2,4239.0,CALCIUM TRIBASIC,4.0,10004460
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,45.0,BORON,2.0,10000052
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,63.0,CALCIUM,2.0,10000070
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,84.0,CHROMIUM,2.0,10000093
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,91.0,COBALT,2.0,10000100
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,94.0,COPPER,2.0,10000103
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,124.0,FLUORIDE,2.0,10000138
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,177.0,IODINE,2.0,10000191
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,178.0,IRON,2.0,10000192
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,231.0,MAGNESIUM,2.0,10000248
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,236.0,MANGANESE,2.0,10000253
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,243.0,MOLYBDENUM,2.0,10000261
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,251.0,NICKEL,2.0,10000269
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,282.0,PHOSPHORUS,2.0,10000300
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,318.0,SELENIUM,2.0,10000338
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,327.0,SILICON,2.0,10000347
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,330.0,SODIUM,4.0,10000350
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,337.0,SULFUR,2.0,10000357
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,342.0,TIN,2.0,10000363
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,357.0,VANADIUM,2.0,10000378
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,384.0,ZINC,2.0,10000416
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1075.0,STRONTIUM,2.0,10001177
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1558.0,ANTIMONY,2.0,10001692
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1559.0,LITHIUM,2.0,10001693
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1560.0,RHENIUM,2.0,10001694
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1561.0,TUNGSTEN,2.0,10001695
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1562.0,THALLIUM,2.0,10001696
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1563.0,PLATINUM,2.0,10001697
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1564.0,THORIUM,2.0,10001698
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1565.0,TITANIUM,2.0,10001699
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1566.0,PALLADIUM,2.0,10001701
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1567.0,PRASEODYMIUM,2.0,10001702
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1568.0,NEODYMIUM,2.0,10001703
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1569.0,BARIUM,2.0,10001704
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1570.0,ERBIUM,2.0,10001705
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1571.0,TELLURIUM,2.0,10001706
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1572.0,BERYLLIUM,2.0,10001707
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1573.0,GOLD,2.0,10001708
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1574.0,ALUMINUM,2.0,10001709
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1575.0,EUROPIUM,2.0,10001710
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1576.0,TERBIUM,2.0,10001711
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1577.0,LANTHANUM,2.0,10001712
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1578.0,SAMARIUM,2.0,10001713
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1579.0,DYSPROSIUM,2.0,10001714
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1580.0,LUTETIUM,2.0,10001715
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1581.0,RHODIUM,2.0,10001716
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1582.0,SILVER,2.0,10001717
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1583.0,THULIUM,2.0,10001718
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1584.0,SCANDIUM,2.0,10001719
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1585.0,GERMANIUM,2.0,10001720
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1586.0,BISMUTH,2.0,10001721
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1587.0,INDIUM,2.0,10001722
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1588.0,GADOLINIUM,2.0,10001723
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1589.0,HOLMIUM,2.0,10001724
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1590.0,CERIUM,2.0,10001725
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1591.0,TANTALUM,2.0,10001726
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1648.0,CADMIUM,2.0,10001792
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1649.0,CESIUM,2.0,10001793
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1650.0,GALLIUM,2.0,10001794
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1651.0,HAFNIUM,2.0,10001795
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1652.0,IRIDIUM,2.0,10001796
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1653.0,NIOBIUM,2.0,10001797
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1654.0,RUBIDIUM,2.0,10001798
4242.0,ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX,1655.0,RUTHENIUM,2.0,10001799
